UnitNumber,Name,Model,PV,Type,Size,Move,Role,Skill,Short,ShortMin,Medium,MediumMin,Long,LongMin,Extreme,ExtremeMin,Overheat,Armor,Structure,Threshold,Specials,Image
139,Atlas,AS7-CM,54,BM,4,"6""",,,3,false,4,false,4,false,0,false,0,10,4,0,"AMS,C3M,CASE,IF1,LRM1/1/1,MHQ5,REAR1/1/-,TAG",https://i.ibb.co/VtHKQ7Q/atlas-rg.png
140,Atlas,AS7-D,52,BM,4,"6""",,,5,false,5,false,2,false,0,false,0,10,8,0,"AC2/2/-,IF1,LRM1/1/1,REAR1/1/-",https://i.ibb.co/VtHKQ7Q/atlas-rg.png
141,Atlas,AS7-D (Danielle),53,BM,4,"6""",,,5,false,5,false,2,false,0,false,2,10,8,0,"AC2/2/-,IF1,LRM1/1/1",https://i.ibb.co/VtHKQ7Q/atlas-rg.png
142,Atlas,AS7-D-DC,52,BM,4,"6""",,,5,false,5,false,1,false,0,false,0,10,8,0,"AC2/2/-,IF1,MHQ1",https://i.ibb.co/VtHKQ7Q/atlas-rg.png
143,Atlas,AS7-Dr,55,BM,4,"6""",,,3,false,4,false,3,false,0,false,1,10,8,0,"C3S,ECM,IF1,LRM1/1/1,MHQ1,REAR1/1/-",https://i.ibb.co/VtHKQ7Q/atlas-rg.png
144,Atlas,AS7-K,45,BM,4,"6""",,,3,false,3,false,3,false,0,false,2,10,4,0,"AMS,CASE,IF1,OVL,REAR1/1/-",https://i.ibb.co/VtHKQ7Q/atlas-rg.png
145,Atlas,AS7-K2,48,BM,4,"8""",,,4,false,4,false,2,false,0,false,2,10,4,0,"CASE,ECM,OVL",https://i.ibb.co/8PHW0qS/atlas-3085.png
146,Atlas,AS7-K3,45,BM,4,"8""/6""j",,,3,false,3,false,3,false,0,false,1,10,4,0,"CASE,ECM,OVL",https://i.ibb.co/8PHW0qS/atlas-3085.png
147,Atlas,AS7-RS,48,BM,4,"6""",,,3,false,4,false,1,false,0,false,1,10,8,0,IF1,https://i.ibb.co/VtHKQ7Q/atlas-rg.png
148,Atlas,AS7-S,52,BM,4,"6""",,,5,false,5,false,2,false,0,false,0,10,8,0,"AC2/2/-,IF1,LRM1/1/1,REAR2/2/-",https://i.ibb.co/VtHKQ7Q/atlas-rg.png
149,Atlas,AS7-S2,51,BM,4,"6""",,,4,false,5,false,4,false,0,false,0,10,5,0,"CASE,ECM,IF1",https://i.ibb.co/VtHKQ7Q/atlas-rg.png
150,Atlas,AS7-WGS (Samsonov),48,BM,4,"6""",,,4,false,4,false,2,false,0,false,0,10,8,0,AC2/2/-,https://i.ibb.co/VtHKQ7Q/atlas-rg.png
151,Atlas,AS8-D,54,BM,4,"6""",,,5,false,5,false,2,false,0,false,1,10,8,0,"CASE,IF1,TSM",https://i.ibb.co/VtHKQ7Q/atlas-rg.png
152,Atlas II,AS7-D-H,52,BM,4,"6""",,,4,false,4,false,4,false,0,false,2,10,8,0,"CASE,FLK1/1/1,IF1",https://i.ibb.co/1z7pd9J/atlas-ii-rg.png
153,Atlas II,AS7-D-H2,55,BM,4,"6""",,,5,false,5,false,4,false,0,false,1,10,8,0,"CASE,IF1,LRM1/1/1",https://i.ibb.co/1z7pd9J/atlas-ii-rg.png
154,Augustus MBT,A3,12,SV,2,"6""t",,,1,false,1,false,1,false,0,false,0,4,4,0,"AFC,BAR,CT1,EE,MHQ1,TUR(1/1/1)",https://i.ibb.co/Vx374KF/moltke-3085.png
155,Avar,A,37,AF,1,10a,,,4,false,4,false,2,false,0,false,1,4,5,2,"BOMB1,FUEL12,REAR1/1/-/-,SPC,VSTOL",https://i.ibb.co/B6LSfvk/avar-3055u.png
156,Avar,B,35,AF,1,10a,,,3,false,3,false,3,false,0,false,1,4,5,2,"BOMB1,ENE,FUEL12,SPC,VSTOL",https://i.ibb.co/B6LSfvk/avar-3055u.png
157,Avar,C,36,AF,1,10a,,,4,false,4,false,0,false,0,false,1,4,5,2,"BOMB1,FUEL12,SNARC,SPC,VSTOL",https://i.ibb.co/B6LSfvk/avar-3055u.png
158,Avar,D,37,AF,1,10a,,,5,false,4,false,2,false,2,false,0,4,5,2,"BOMB1,FUEL12,SPC,VSTOL",https://i.ibb.co/B6LSfvk/avar-3055u.png
159,Avar,Prime,36,AF,1,10a,,,4,false,4,false,1,false,1,false,1,4,5,2,"BOMB1,FUEL12,SPC,VSTOL",https://i.ibb.co/B6LSfvk/avar-3055u.png
160,Avatar,AV1-O,37,BM,3,"8""",,,4,false,5,false,3,false,0,false,0,6,3,0,"CASE,FLK1/1/1,IF1,OMNI",https://i.ibb.co/t3rqgMS/avatar-3058u.png
161,Avatar,AV1-OA,34,BM,3,"8""j",,,4,false,4,false,1,false,0,false,2,6,3,0,"AC1/1/-,CASE,OMNI,SRM1/1",https://i.ibb.co/t3rqgMS/avatar-3058u.png
162,Avatar,AV1-OB,39,BM,3,"8""",,,3,false,5,false,4,false,0,false,0,6,3,0,"CASE,IF3,OMNI",https://i.ibb.co/t3rqgMS/avatar-3058u.png
163,Avatar,AV1-OC,41,BM,3,"8""",,,3,false,4,false,3,false,0,false,0,6,3,0,"C3M,CASE,IF1,LRM1/1/1,MHQ5,OMNI,TAG",https://i.ibb.co/t3rqgMS/avatar-3058u.png
164,Avatar,AV1-OD,39,BM,3,"8""",,,5,false,5,false,1,false,0,false,1,6,3,0,"C3S,CASE,MHQ1,OMNI",https://i.ibb.co/t3rqgMS/avatar-3058u.png
165,Avatar,AV1-OE,40,BM,3,"8""",,,4,false,4,false,3,false,0,false,0,6,3,0,"C3I,CASE,ECM,MHQ2,OMNI",https://i.ibb.co/t3rqgMS/avatar-3058u.png
166,Avatar,AV1-OF,33,BM,3,"8""j",,,4,false,4,false,1,false,0,false,0,6,3,0,"CASE,FLK1/1/-,OMNI",https://i.ibb.co/t3rqgMS/avatar-3058u.png
167,Avatar,AV1-OG,34,BM,3,"8""",,,4,false,4,false,3,false,0,false,0,6,3,0,"CASE,OMNI",https://i.ibb.co/t3rqgMS/avatar-3058u.png
168,Avatar,AV1-OH,37,BM,3,"8""",,,4,false,4,false,4,false,0,false,1,6,3,0,"CASE,IF0*,OMNI",https://i.ibb.co/t3rqgMS/avatar-3058u.png
169,Avatar,AV1-OI,38,BM,3,"8""",,,4,false,5,false,3,false,0,false,0,6,3,0,"CASE,IF2,OMNI",https://i.ibb.co/t3rqgMS/avatar-3058u.png
170,Avatar,AV1-OR,36,BM,3,"8""",,,4,false,4,false,3,false,0,false,3,6,3,0,"CASE,OMNI",https://i.ibb.co/t3rqgMS/avatar-3058u.png
171,Avatar,AV1-OU,40,BM,3,"8""",,,2,false,1,false,0,false,0,false,0,6,3,0,"C3M,CASE,MHQ5,OMNI,TAG,TOR2/3/2",https://i.ibb.co/t3rqgMS/avatar-3058u.png
172,Awesome,AWS-10KM,46,BM,4,"6""",,,4,false,4,false,3,false,0,false,0,8,8,0,"ECM,ENE",https://i.ibb.co/LR026VX/awesome-rg.png
173,Awesome,AWS-11M,42,BM,4,"6""",,,3,false,4,false,4,false,0,false,0,8,6,0,ENE,https://i.ibb.co/yN54SqT/awesome-11m-xtr.png
174,Awesome,AWS-8Q,39,BM,4,"6""",,,3,false,3,false,3,false,0,false,0,8,6,0,ENE,https://i.ibb.co/LR026VX/awesome-rg.png
175,Awesome,AWS-8R,38,BM,4,"6""",,,2,false,3,false,2,false,0,false,0,8,6,0,"IF1,LRM1/1/1",https://i.ibb.co/LR026VX/awesome-rg.png
176,Awesome,AWS-8T,39,BM,4,"6""",,,3,false,3,false,2,false,0,false,0,8,6,0,"IF1,LRM1/1/1",https://i.ibb.co/LR026VX/awesome-rg.png
177,Awesome,AWS-8V,39,BM,4,"6""",,,3,false,3,false,2,false,0,false,0,8,6,0,IF1,https://i.ibb.co/LR026VX/awesome-rg.png
178,Awesome,AWS-9M,41,BM,4,"8""",,,4,false,4,false,3,false,0,false,1,8,4,0,,https://i.ibb.co/LR026VX/awesome-rg.png
179,Awesome,AWS-9Q,45,BM,4,"6""",,,4,false,4,false,4,false,0,false,0,8,6,0,"ECM,ENE",https://i.ibb.co/LR026VX/awesome-rg.png
180,Axel Heavy Tank,Mk 1,28,CV,3,"6""t",,,3,false,3,false,1,false,0,false,0,6,4,0,"AC2/2/0,EE,IF1,SRCH,TUR(3/3/1,AC2/2/0,IF1)",https://i.ibb.co/ByPn1sp/patton-tank-rg.png
181,Axel Heavy Tank,Mk 2,26,CV,3,"6""t",,,3,false,3,false,1,false,0,false,0,5,4,0,"AC2/2/0,EE,IF1,REAR0*/-/-,SRCH,TUR(3/3/1,AC2/2/0,IF1)",https://i.ibb.co/ByPn1sp/patton-tank-rg.png
182,Axel Heavy Tank IIC, ,40,CV,3,"8""t",,,4,false,4,false,4,false,0,false,0,7,4,0,"CASE,ECM,IF2,SRCH,TUR(4/4/4,IF2)",https://i.ibb.co/ByPn1sp/patton-tank-rg.png
183,Axel Heavy Tank IIC,(XL),46,CV,3,"10""t",,,4,false,4,false,4,false,0,false,0,7,4,0,"AMS,CASE,ECM,IF2,SRCH,TUR(4/4/4,IF2,AMS)",https://i.ibb.co/ByPn1sp/patton-tank-rg.png
184,Axman,AXM-1N,33,BM,3,"8""j",,,4,false,4,false,0,false,0,false,1,6,3,0,"AC2/2/-,CASE,MEL",https://i.ibb.co/0sFsJYD/axman-rg.png
185,Axman,AXM-2N,33,BM,3,"8""j",,,3,false,3,false,2,false,0,false,1,6,3,0,"CASE,IF1,LRM1/1/1,MEL",https://i.ibb.co/0sFsJYD/axman-rg.png
186,Axman,AXM-3S,32,BM,3,"8""j",,,3,false,3,false,0,false,0,false,0,6,4,0,"CASE,ECM,FLK1/1/-,MEL",https://i.ibb.co/0sFsJYD/axman-rg.png
187,Axman,AXM-3Sr,39,BM,3,"8""j",,,4,false,4,false,0,false,0,false,1,6,4,0,"C3S,CASE,ECM,MEL,MHQ1",https://i.ibb.co/0sFsJYD/axman-rg.png
188,Axman,AXM-4D,32,BM,3,"8""",,,4,false,4,false,0,false,0,false,0,6,3,0,"AC2/2/-,CASE,MEL",https://i.ibb.co/0sFsJYD/axman-rg.png
189,Baboon (Howler), ,20,BM,1,"14""",,,1,false,1,false,1,false,0,false,0,2,2,0,"CASE,IF1",https://i.ibb.co/0BrdZXk/baboon-howler-rg.png
190,Baboon (Howler),2,24,BM,1,"16""",,,3,false,2,false,1,false,0,false,0,2,1,0,CASE,https://i.ibb.co/RzkcrSN/baboon-howler-pp.png
191,Baboon (Howler),"3 ""Devil""",24,BM,1,"16""",,,2,false,2,false,2,false,0,false,0,2,1,0,ENE,https://i.ibb.co/RzkcrSN/baboon-howler-pp.png
192,Badger (C) Tracked Transport,A,20,CV,1,"12""t",,,3,false,2,false,0,false,0,false,0,3,2,0,"CASE,IT5,OMNI,SRCH,TUR(3/2/-)",https://i.ibb.co/ph0x85y/badger-3058u.png
193,Badger (C) Tracked Transport,B,19,CV,1,"12""t",,,2,false,2,false,0,false,0,false,0,3,2,0,"CASE,IT5,OMNI,SRCH,TUR(2/2/-)",https://i.ibb.co/ph0x85y/badger-3058u.png
194,Badger (C) Tracked Transport,C,21,CV,1,"12""t",,,2,false,2,false,1,false,0,false,0,3,2,0,"CASE,IF1,IT5,OMNI,SRCH,TUR(2/2/1,IF1)",https://i.ibb.co/ph0x85y/badger-3058u.png
195,Badger (C) Tracked Transport,D,19,CV,1,"12""t",,,2,false,2,false,0,false,0,false,0,3,2,0,"CASE,IT5,OMNI,SRCH,TUR(2/2/-)",https://i.ibb.co/ph0x85y/badger-3058u.png
196,Badger (C) Tracked Transport,E,16,CV,1,"12""t",,,2,false,1,false,0,false,0,false,0,3,2,0,"CASE,IT5,OMNI,SRCH,TUR(2/1/0*)",https://i.ibb.co/ph0x85y/badger-3058u.png
197,Badger (C) Tracked Transport,F,19,CV,1,"12""t",,,2,false,2,false,0,false,0,false,0,3,2,0,"CASE,IT5,OMNI,SRCH,TUR(2/2/-)",https://i.ibb.co/ph0x85y/badger-3058u.png
198,Badger (C) Tracked Transport,H,19,CV,1,"12""t",,,2,false,2,false,0,false,0,false,0,3,2,0,"CASE,IT5,OMNI,SRCH,TUR(2/2/-)",https://i.ibb.co/ph0x85y/badger-3058u.png
199,Badger (C) Tracked Transport,Prime,19,CV,1,"12""t",,,2,false,2,false,0,false,0,false,0,3,2,0,"CASE,IT5,OMNI,SRCH,TUR(2/2/-)",https://i.ibb.co/ph0x85y/badger-3058u.png
200,Badger Tracked Transport,A,15,CV,1,"12""t",,,1,false,1,false,0,false,0,false,0,3,2,0,"IT4,OMNI,SRCH,TUR(1/1/-)",https://i.ibb.co/ph0x85y/badger-3058u.png
201,Badger Tracked Transport,B,19,CV,1,"12""t",,,2,false,2,false,0,false,0,false,0,3,2,0,"IT4,OMNI,SRCH,SRM1/1,TUR(1/1/-)",https://i.ibb.co/ph0x85y/badger-3058u.png
202,Badger Tracked Transport,C,16,CV,1,"12""t",,,0,false,1,false,1,false,0,false,0,3,2,0,"IF1,IT4,OMNI,SRCH,TUR(0*/0*/0*)",https://i.ibb.co/ph0x85y/badger-3058u.png
203,Badger Tracked Transport,D,20,CV,1,"12""t",,,3,false,2,false,0,false,0,false,0,3,2,0,"ENE,IT4,OMNI,SRCH,TUR(2/2/-)",https://i.ibb.co/ph0x85y/badger-3058u.png
204,Badger Tracked Transport,E,14,CV,1,"12""t",,,3,false,0,false,0,false,0,false,0,3,2,0,"ENE,IT4,OMNI,REAR0*/-/-,SRCH,TUR(2/-/-)",https://i.ibb.co/ph0x85y/badger-3058u.png
205,Badger Tracked Transport,F,15,CV,1,"12""t",,,1,false,1,false,0,false,0,false,0,3,2,0,"ENE,IT8,OMNI,SRCH,TUR(1/1/-)",https://i.ibb.co/ph0x85y/badger-3058u.png
206,Badger Tracked Transport,G,16,CV,1,"12""t",,,1,false,1,false,1,false,0,false,0,3,2,0,"IT4,OMNI,SRCH,TUR(1/1/1)",https://i.ibb.co/ph0x85y/badger-3058u.png
207,Badger Tracked Transport,Prime,19,CV,1,"12""t",,,2,false,2,false,0,false,0,false,0,3,2,0,"IT4,OMNI,SRCH,TUR(2/2/-)",https://i.ibb.co/ph0x85y/badger-3058u.png
208,Balac Strike VTOL,(LRM),35,CV,1,"20""v",,,3,false,3,false,2,false,0,false,0,2,2,0,"ATMO,CASE,CT0.5,IF1,LRM1/1/1,SRCH",https://i.ibb.co/3spD0qk/balac-3085.png
209,Balac Strike VTOL,(Spotter),34,CV,1,"22""v",,,3,false,2,false,1,false,0,false,0,2,2,0,"ATMO,CASE,ECM,PRB,RCN,SRCH,TAG",https://i.ibb.co/3spD0qk/balac-3085.png
210,Balac Strike VTOL, ,34,CV,1,"22""v",,,4,false,3,false,1,false,0,false,0,2,2,0,"ATMO,CASE,SRCH",https://i.ibb.co/3spD0qk/balac-3085.png
211,Balius,A,40,BM,3,"12""",,,3,false,3,false,3,false,0,false,0,7,4,0,"CASE,FLK1/1/1,OMNI,REAR1/1/-",https://i.ibb.co/MBsrTVx/balius-3075.png
212,Balius,B,35,BM,3,"12""",,,4,false,1,false,2,false,0,false,1,7,4,0,"ENE,OMNI,REAR1/1/1",https://i.ibb.co/MBsrTVx/balius-3075.png
213,Balius,C,46,BM,3,"12""",,,6,false,4,false,2,false,0,false,1,7,4,0,"CASE,OMNI,REAR2/2/-",https://i.ibb.co/MBsrTVx/balius-3075.png
214,Balius,D,41,BM,3,"12""j",,,3,false,3,false,2,false,0,false,2,7,4,0,"ENE,OMNI,REAR2/2/-",https://i.ibb.co/MBsrTVx/balius-3075.png
215,Balius,Prime,43,BM,3,"12""",,,4,false,4,false,2,false,0,false,0,7,4,0,"ENE,OMNI,REAR2/2/-",https://i.ibb.co/MBsrTVx/balius-3075.png
216,Balius,U,38,BM,3,"12""/10""s",,,1,false,1,false,1,false,0,false,0,7,4,0,"CASE,ECM,OMNI,TOR2/2/-,UMU",https://i.ibb.co/MBsrTVx/balius-3075.png
217,Bandersnatch,BNDR-01A,37,BM,3,"8""",,,4,false,5,false,3,false,0,false,0,6,3,0,"CASE,FLK1/1/1,IF1,REAR1/1/-",https://i.ibb.co/pr5yzsV/bandersnatch-3055u.png
218,Bandersnatch,BNDR-01Ar,39,BM,3,"8""",,,4,false,5,false,3,false,0,false,0,6,3,0,"CASE,ECM,FLK1/1/1,IF1,REAR0*/0*/-",https://i.ibb.co/pr5yzsV/bandersnatch-3055u.png
219,Bandersnatch,BNDR-01B,40,BM,3,"8""",,,3,false,4,false,4,false,0,false,2,7,4,0,"CASE,IF1",https://i.ibb.co/pr5yzsV/bandersnatch-3055u.png
220,Bandit (C) Hovercraft,A,36,CV,2,"18""h",,,2,false,2,false,1,false,0,false,0,6,3,0,"CASE,IT5,OMNI,SRCH,TUR(2/2/1)",https://i.ibb.co/SJPLhX0/bandit-3058u.png
221,Bandit (C) Hovercraft,B,38,CV,2,"18""h",,,2,false,2,false,2,false,0,false,0,6,3,0,"CASE,IF1,IT5,LRM1/1/1,OMNI,SRCH,TUR(2/2/2,LRM1/1/1,IF1)",https://i.ibb.co/SJPLhX0/bandit-3058u.png
222,Bandit (C) Hovercraft,C,40,CV,2,"18""h",,,3,false,3,false,0,false,0,false,0,6,3,0,"ENE,IT5,OMNI,SRCH,TUR(3/3/-)",https://i.ibb.co/SJPLhX0/bandit-3058u.png
223,Bandit (C) Hovercraft,D,36,CV,2,"18""h",,,2,false,2,false,0,false,0,false,0,6,3,0,"CASE,FLK0*/0*/0*,IT5,OMNI,SRCH,TUR(0*/0*/0*,FLK0*/0*/0*)",https://i.ibb.co/SJPLhX0/bandit-3058u.png
224,Bandit (C) Hovercraft,E,37,CV,2,"18""h",,,3,false,2,false,1,false,0,false,0,6,3,0,"CASE,IT5,OMNI,SRCH,TUR(3/2/1)",https://i.ibb.co/SJPLhX0/bandit-3058u.png
225,Bandit (C) Hovercraft,F,32,CV,2,"18""h",,,1,false,1,false,0,false,0,false,0,6,3,0,"CASE,HT1/1/1,IT5,OMNI,SRCH,TUR(1/1/1,HT1/1/1)",https://i.ibb.co/SJPLhX0/bandit-3058u.png
226,Bandit (C) Hovercraft,G,41,CV,2,"18""h",,,3,false,2,false,0,false,0,false,0,6,3,0,"CASE,ECM,IT5,OMNI,PRB,RCN,SRCH,TUR(2/2/-)",https://i.ibb.co/SJPLhX0/bandit-3058u.png
227,Bandit (C) Hovercraft,H,40,CV,2,"18""h",,,3,false,3,false,0,false,0,false,0,6,3,0,"CASE,IT5,OMNI,SRCH,TUR(2/2/-)",https://i.ibb.co/SJPLhX0/bandit-3058u.png
228,Bandit (C) Hovercraft,Prime,40,CV,2,"18""h",,,3,false,3,false,0,false,0,false,0,6,3,0,"CASE,IT5,OMNI,SRCH,TUR(3/3/-)",https://i.ibb.co/SJPLhX0/bandit-3058u.png
229,Bandit Hovercraft,"""Warthog""",32,CV,2,"18""h",,,2,false,1,false,0,false,0,false,0,6,3,0,"ARS,SRCH,TUR(2/1/-)",https://i.ibb.co/SJPLhX0/bandit-3058u.png
230,Bandit Hovercraft,A,31,CV,2,"18""h",,,1,false,1,false,1,false,0,false,0,6,3,0,"ENE,IT4,OMNI,SRCH,TUR(1/1/1)",https://i.ibb.co/SJPLhX0/bandit-3058u.png
231,Bandit Hovercraft,B,35,CV,2,"18""h",,,2,false,2,false,0,false,0,false,0,6,3,0,"IT4,OMNI,SRCH,SRM1/1,TUR(2/2/-,SRM1/1)",https://i.ibb.co/SJPLhX0/bandit-3058u.png
232,Bandit Hovercraft,C,35,CV,2,"18""h",,,2,false,2,false,0,false,0,false,0,6,3,0,"IT4,OMNI,SRCH,SRM1/1,TUR(2/2/-,SRM1/1)",https://i.ibb.co/SJPLhX0/bandit-3058u.png
233,Bandit Hovercraft,D,32,CV,2,"18""h",,,0,false,1,false,1,false,0,false,0,6,3,0,"IF1,IT4,OMNI,SRCH,TUR(0*/1/1,IF1)",https://i.ibb.co/SJPLhX0/bandit-3058u.png
234,Bandit Hovercraft,E,36,CV,2,"18""h",,,1,false,2,false,1,false,0,false,0,6,3,0,"IF1,IT4,OMNI,SRCH,TUR(0*/1/1,IF1)",https://i.ibb.co/SJPLhX0/bandit-3058u.png
235,Bandit Hovercraft,F,35,CV,2,"18""h",,,2,false,2,false,0,false,0,false,0,6,3,0,"ENE,IT4,OMNI,SRCH,TUR(1/1/-)",https://i.ibb.co/SJPLhX0/bandit-3058u.png
236,Bandit Hovercraft,G,32,CV,2,"18""h",,,3,false,1,false,0,false,0,false,0,6,3,0,"ENE,IT4,OMNI,SRCH,TUR(1/1/-)",https://i.ibb.co/SJPLhX0/bandit-3058u.png
237,Bandit Hovercraft,H,30,CV,2,"18""h",,,1,false,1,false,0,false,0,false,0,6,3,0,"IT8,OMNI,SRCH,TUR(1/1/-)",https://i.ibb.co/SJPLhX0/bandit-3058u.png
238,Bandit Hovercraft,I,35,CV,2,"18""h",,,1,false,2,false,1,false,0,false,0,6,3,0,"IT4,OMNI,SRCH,TUR(1/1/1)",https://i.ibb.co/SJPLhX0/bandit-3058u.png
239,Bandit Hovercraft,Prime,36,CV,2,"18""h",,,3,false,2,false,0,false,0,false,0,6,3,0,"IT4,OMNI,SRCH,TUR(2/2/-)",https://i.ibb.co/SJPLhX0/bandit-3058u.png
240,Banshee,BNC-3E,38,BM,4,"8""",,,2,false,2,false,2,false,0,false,0,8,8,0,,https://i.ibb.co/GT7VY78/banshee-rg.png
241,Banshee,BNC-3M,39,BM,4,"8""",,,2,false,2,false,2,false,0,false,1,8,8,0,ENE,https://i.ibb.co/GT7VY78/banshee-rg.png
242,Banshee,BNC-3MC,37,BM,4,"8""",,,2,false,2,false,1,false,0,false,0,8,8,0,AC1/1/-,https://i.ibb.co/GT7VY78/banshee-rg.png
243,Banshee,BNC-3Mr,41,BM,4,"8""",,,3,false,3,false,2,false,0,false,0,8,8,0,ENE,https://i.ibb.co/GT7VY78/banshee-rg.png
244,Banshee,BNC-3Q,37,BM,4,"8""",,,3,false,2,false,0,false,0,false,0,8,8,0,AC2/2/-,https://i.ibb.co/GT7VY78/banshee-rg.png
245,Banshee,BNC-3S,45,BM,4,"6""",,,4,false,4,false,2,false,0,false,2,8,8,0,,https://i.ibb.co/GT7VY78/banshee-rg.png
246,Banshee,BNC-3S (Reinesblatt),45,BM,4,"6""",,,4,false,4,false,1,false,0,false,1,8,8,0,"IF1,MEL",https://i.ibb.co/GT7VY78/banshee-rg.png
247,Banshee,BNC-5S,42,BM,4,"8""",,,4,false,4,false,4,false,0,false,1,8,4,0,REAR1/1/-,https://i.ibb.co/GT7VY78/banshee-rg.png
248,Banshee,BNC-6S,37,BM,4,"8""",,,3,false,3,false,2,false,0,false,0,8,5,0,"CASE,FLK1/1/1",https://i.ibb.co/GT7VY78/banshee-rg.png
249,Banshee,BNC-7S,43,BM,4,"8""",,,4,false,4,false,3,false,0,false,2,8,5,0,CASE,https://i.ibb.co/GT7VY78/banshee-rg.png
250,Banshee,BNC-8S,50,BM,4,"8""",,,4,false,3,false,2,false,0,false,2,10,4,0,"C3S,CASE,ECM,FLK0*/0*/1,MEL,MHQ1,TSM",https://i.ibb.co/GT7VY78/banshee-rg.png
251,Banzai,BNZ-X,78,BM,4,"12""",,,5,false,5,false,3,false,0,false,0,9,4,0,"BT,MEL",https://i.ibb.co/bLkJ2Bs/banzai-xtr.png
252,Barghest,BGS-1T,37,BM,3,"10""",,,3,false,3,false,2,false,0,false,0,7,3,0,FLK1/1/-,https://i.ibb.co/Rpk6Cjx/barghest-3060.png
253,Barghest,BGS-2T,40,BM,3,"10""",,,4,false,4,false,1,false,0,false,0,7,3,0,,https://i.ibb.co/Rpk6Cjx/barghest-3060.png
254,Barghest,BGS-3T,37,BM,3,"10""",,,3,false,3,false,2,false,0,false,0,7,3,0,,https://i.ibb.co/Rpk6Cjx/barghest-3060.png
255,Barghest,BGS-7S,42,BM,3,"10""",,,4,false,3,false,2,false,0,false,1,8,3,0,"CASE,IF0*,REAR1/1/-",https://i.ibb.co/Rpk6Cjx/barghest-3060.png
256,Bashkir,A,27,AF,1,13a,,,2,false,2,false,0,false,0,false,0,2,7,1,"BOMB1,FUEL12,SPC,VSTOL",https://i.ibb.co/KwVrmtB/bashkir-3055u.png
257,Bashkir,B,29,AF,1,13a,,,2,false,2,false,1,false,0,false,0,2,7,1,"BOMB1,FUEL12,PNT1,SPC,VSTOL",https://i.ibb.co/KwVrmtB/bashkir-3055u.png
258,Bashkir,C,29,AF,1,13a,,,2,false,2,false,1,false,1,false,0,2,7,1,"BOMB1,ENE,FUEL12,PNT1,SPC,VSTOL",https://i.ibb.co/KwVrmtB/bashkir-3055u.png
259,Bashkir,D,29,AF,1,13a,,,3,false,2,false,0,false,0,false,0,2,7,1,"BOMB1,ENE,FUEL12,PNT1,SPC,VSTOL",https://i.ibb.co/KwVrmtB/bashkir-3055u.png
260,Bashkir,Prime,31,AF,1,13a,,,3,false,3,false,0,false,0,false,0,2,7,1,"BOMB1,FUEL12,PNT1,SPC,VSTOL",https://i.ibb.co/KwVrmtB/bashkir-3055u.png
261,Battle Cobra,A,33,BM,2,"12""",,,4,false,4,false,0,false,0,false,2,4,3,0,"ENE,OMNI",https://i.ibb.co/7jxXnQV/battle-cobra-rg.png
262,Battle Cobra,B,32,BM,2,"12""",,,3,false,3,false,3,false,0,false,1,4,3,0,"ENE,OMNI",https://i.ibb.co/7jxXnQV/battle-cobra-rg.png
263,Battle Cobra,BTL-C-2O,26,BM,2,"10""",,,2,false,2,false,0,false,0,false,0,4,3,0,"C3I,ENE,MHQ2,OMNI",https://i.ibb.co/7jxXnQV/battle-cobra-rg.png
264,Battle Cobra,BTL-C-2OA,40,BM,2,"10""",,,4,false,4,false,0,false,0,false,0,4,3,0,"C3I,ECM,ENE,MHQ2,OMNI,PRB,RCN,TAG",https://i.ibb.co/7jxXnQV/battle-cobra-rg.png
265,Battle Cobra,BTL-C-2OB,30,BM,2,"10""",,,3,false,3,false,0,false,0,false,0,4,3,0,"C3I,MHQ2,OMNI",https://i.ibb.co/7jxXnQV/battle-cobra-rg.png
266,Battle Cobra,BTL-C-2OC,19,BM,2,"10""",,,0,false,0,false,0,false,0,false,0,4,3,0,"C3I,INARC2,MHQ2,OMNI",https://i.ibb.co/7jxXnQV/battle-cobra-rg.png
267,Battle Cobra,BTL-C-2OD,33,BM,2,"10""",,,2,false,3,false,3,false,0,false,0,4,3,0,"C3I,ENE,MHQ2,OMNI",https://i.ibb.co/7jxXnQV/battle-cobra-rg.png
268,Battle Cobra,BTL-C-2OE,28,BM,2,"10""",,,2,false,2,false,1,false,0,false,0,4,3,0,"C3I,IF1,MHQ2,OMNI",https://i.ibb.co/7jxXnQV/battle-cobra-rg.png
269,Battle Cobra,BTL-C-2OF,28,BM,2,"10""",,,2,false,2,false,0,false,0,false,0,4,3,0,"C3I,ENE,HT1/1/-,MHQ2,OMNI",https://i.ibb.co/7jxXnQV/battle-cobra-rg.png
270,Battle Cobra,C,37,BM,2,"12""",,,5,false,5,false,1,false,0,false,0,4,3,0,"CASE,OMNI",https://i.ibb.co/7jxXnQV/battle-cobra-rg.png
271,Battle Cobra,F,29,BM,2,"12""j",,,3,false,3,false,1,false,0,false,0,4,3,0,"CASE,OMNI",https://i.ibb.co/7jxXnQV/battle-cobra-rg.png
272,Battle Cobra,H,34,BM,2,"12""",,,4,false,4,false,2,false,0,false,0,4,3,0,"ENE,OMNI",https://i.ibb.co/7jxXnQV/battle-cobra-rg.png
273,Battle Cobra,Prime,31,BM,2,"12""",,,3,false,3,false,3,false,0,false,0,4,3,0,"ENE,OMNI",https://i.ibb.co/7jxXnQV/battle-cobra-rg.png
